data limit,run,initial_permutation,goal_percentage,goal_achieved,number_of_actions,total_task_time,final_goal_region_occupancy
7000,0,permutation_0,0.0,False,1,0.001,"['None', 'None', 'None']"
7000,0,permutation_1,33.333333333333336,False,3,6.6009999999999005,"['/column0', 'None', 'None']"
7000,0,permutation_2,33.333333333333336,False,3,11.840999999999799,"['None', '/column1', 'None']"
7000,0,permutation_3,0.0,False,1,0.001,"['None', 'None', 'None']"
7000,0,permutation_4,100.0,True,6,45.8800000000013,"['/column0', '/column1', '/column2']"
7000,0,permutation_5,0.0,False,1,0.001,"['None', 'None', 'None']"
7000,1,permutation_0,0.0,False,1,0.001,"['None', 'None', 'None']"
7000,1,permutation_1,33.333333333333336,False,3,6.6009999999999005,"['/column0', 'None', 'None']"
7000,1,permutation_2,33.333333333333336,False,3,7.760999999999901,"['None', '/column1', 'None']"
7000,1,permutation_3,0.0,False,1,0.001,"['None', 'None', 'None']"
7000,1,permutation_4,33.333333333333336,False,4,17.0809999999997,"['None', '/column1', 'None']"
7000,1,permutation_5,0.0,False,1,0.001,"['None', 'None', 'None']"
7000,2,permutation_0,0.0,False,1,0.001,"['None', 'None', 'None']"
7000,2,permutation_1,33.333333333333336,False,3,6.5609999999999005,"['/column0', 'None', 'None']"
7000,2,permutation_2,33.333333333333336,False,3,14.520999999999999,"['None', '/column1', 'None']"
7000,2,permutation_3,0.0,False,1,0.001,"['None', 'None', 'None']"
7000,2,permutation_4,100.0,True,6,37.240000000000904,"['/column0', '/column1', '/column2']"
7000,2,permutation_5,0.0,False,1,0.001,"['None', 'None', 'None']"
7000,3,permutation_0,0.0,False,1,0.001,"['None', 'None', 'None']"
7000,3,permutation_1,33.333333333333336,False,3,6.800999999999901,"['/column0', 'None', 'None']"
7000,3,permutation_2,33.333333333333336,False,3,13.360999999999798,"['None', '/column1', 'None']"
7000,3,permutation_3,0.0,False,1,0.001,"['None', 'None', 'None']"
7000,3,permutation_4,33.333333333333336,False,4,21.280999999999803,"['None', '/column1', 'None']"
7000,3,permutation_5,0.0,False,1,0.001,"['None', 'None', 'None']"
7000,4,permutation_0,0.0,False,1,0.001,"['None', 'None', 'None']"
7000,4,permutation_1,33.333333333333336,False,3,6.5609999999999005,"['/column0', 'None', 'None']"
7000,4,permutation_2,33.333333333333336,False,3,10.0409999999999,"['None', '/column1', 'None']"
7000,4,permutation_3,0.0,False,1,0.001,"['None', 'None', 'None']"
7000,4,permutation_4,100.0,True,6,47.68000000000259,"['/column0', '/column1', '/column2']"
7000,4,permutation_5,0.0,False,1,0.001,"['None', 'None', 'None']"
7000,5,permutation_0,0.0,False,1,0.001,"['None', 'None', 'None']"
7000,5,permutation_1,33.333333333333336,False,3,6.5609999999999005,"['/column0', 'None', 'None']"
7000,5,permutation_2,33.333333333333336,False,3,13.000999999999799,"['None', '/column1', 'None']"
7000,5,permutation_3,0.0,False,1,0.001,"['None', 'None', 'None']"
7000,5,permutation_4,100.0,True,6,39.440000000001405,"['/column0', '/column1', '/column2']"
7000,5,permutation_5,0.0,False,1,0.001,"['None', 'None', 'None']"
7000,6,permutation_0,0.0,False,1,0.001,"['None', 'None', 'None']"
7000,6,permutation_1,33.333333333333336,False,3,6.5609999999999005,"['/column0', 'None', 'None']"
7000,6,permutation_2,33.333333333333336,False,3,9.0809999999999,"['None', '/column1', 'None']"
7000,6,permutation_3,0.0,False,1,0.001,"['None', 'None', 'None']"
7000,6,permutation_4,100.0,True,6,43.9600000000024,"['/column0', '/column1', '/column2']"
7000,6,permutation_5,0.0,False,1,0.001,"['None', 'None', 'None']"
7000,7,permutation_0,0.0,False,1,0.001,"['None', 'None', 'None']"
7000,7,permutation_1,33.333333333333336,False,3,6.6009999999999005,"['/column0', 'None', 'None']"
7000,7,permutation_2,33.333333333333336,False,3,9.400999999999899,"['None', '/column1', 'None']"
7000,7,permutation_3,0.0,False,1,0.001,"['None', 'None', 'None']"
7000,7,permutation_4,100.0,True,6,50.2400000000022,"['/column0', '/column1', '/column2']"
7000,7,permutation_5,0.0,False,1,0.001,"['None', 'None', 'None']"
7000,8,permutation_0,0.0,False,1,0.001,"['None', 'None', 'None']"
7000,8,permutation_1,33.333333333333336,False,3,6.6009999999999005,"['/column0', 'None', 'None']"
7000,8,permutation_2,33.333333333333336,False,3,6.8009999999999,"['None', '/column1', 'None']"
7000,8,permutation_3,0.0,False,1,0.001,"['None', 'None', 'None']"
