data limit,run,initial_permutation,goal_percentage,goal_achieved,number_of_actions,total_task_time,final_goal_region_occupancy
1000,0,permutation_1,66.66666666666667,False,6,23.31999999999964,"['/column0', '/column1', 'None']"
1000,1,permutation_1,66.66666666666667,False,6,22.55999999999964,"['/column0', '/column1', 'None']"
1000,2,permutation_1,33.333333333333336,False,4,15.2809999999998,"['/column0', 'None', 'None']"
1000,3,permutation_1,66.66666666666667,False,6,31.360000000000543,"['/column0', '/column1', 'None']"
1000,4,permutation_1,66.66666666666667,False,6,28.680000000000344,"['/column0', '/column1', 'None']"
